sp|Q67FW5|B3GNL_HUMAN	4eb6002b2592dd5525eba1bb9f44d79e	361	Pfam	PF00535	Glycosyl transferase family 2	21	192	1.7E-21	T	13-12-2023	IPR001173	Glycosyltransferase 2-like	-	MetaCyc:PWY-1001|MetaCyc:PWY-1901|MetaCyc:PWY-1961|MetaCyc:PWY-1981|MetaCyc:PWY-2021|MetaCyc:PWY-2881|MetaCyc:PWY-2901|MetaCyc:PWY-2902|MetaCyc:PWY-4421|MetaCyc:PWY-4801|MetaCyc:PWY-5094|MetaCyc:PWY-5105|MetaCyc:PWY-5129|MetaCyc:PWY-5139|MetaCyc:PWY-5160|MetaCyc:PWY-5161|MetaCyc:PWY-5268|MetaCyc:PWY-5284|MetaCyc:PWY-5286|MetaCyc:PWY-5310|MetaCyc:PWY-5312|MetaCyc:PWY-5313|MetaCyc:PWY-5317|MetaCyc:PWY-5320|MetaCyc:PWY-5321|MetaCyc:PWY-5338|MetaCyc:PWY-5339|MetaCyc:PWY-5342|MetaCyc:PWY-5343|MetaCyc:PWY-5379|MetaCyc:PWY-5380|MetaCyc:PWY-5397|MetaCyc:PWY-5399|MetaCyc:PWY-5400|MetaCyc:PWY-5662|MetaCyc:PWY-5666|MetaCyc:PWY-5672|MetaCyc:PWY-5756|MetaCyc:PWY-5759|MetaCyc:PWY-5774|MetaCyc:PWY-5784|MetaCyc:PWY-5793|MetaCyc:PWY-5797|MetaCyc:PWY-5800|MetaCyc:PWY-5818|MetaCyc:PWY-5822|MetaCyc:PWY-5875|MetaCyc:PWY-5926|MetaCyc:PWY-5936|MetaCyc:PWY-5975|MetaCyc:PWY-6010|MetaCyc:PWY-6015|MetaCyc:PWY-6024|MetaCyc:PWY-6036|MetaCyc:PWY-6051|MetaCyc:PWY-6239|MetaCyc:PWY-6279|MetaCyc:PWY-6297|MetaCyc:PWY-6310|MetaCyc:PWY-6312|MetaCyc:PWY-6346|MetaCyc:PWY-6385|MetaCyc:PWY-6397|MetaCyc:PWY-6401|MetaCyc:PWY-641|MetaCyc:PWY-6525|MetaCyc:PWY-6546|MetaCyc:PWY-6566|MetaCyc:PWY-6623|MetaCyc:PWY-6624|MetaCyc:PWY-6655|MetaCyc:PWY-6657|MetaCyc:PWY-6658|MetaCyc:PWY-6685|MetaCyc:PWY-6686|MetaCyc:PWY-6687|MetaCyc:PWY-6722|MetaCyc:PWY-6762|MetaCyc:PWY-6763|MetaCyc:PWY-6802|MetaCyc:PWY-6971|MetaCyc:PWY-6972|MetaCyc:PWY-6981|MetaCyc:PWY-7018|MetaCyc:PWY-7031|MetaCyc:PWY-7037|MetaCyc:PWY-7045|MetaCyc:PWY-7055|MetaCyc:PWY-7058|MetaCyc:PWY-7071|MetaCyc:PWY-7074|MetaCyc:PWY-7100|MetaCyc:PWY-7109|MetaCyc:PWY-7129|MetaCyc:PWY-7137|MetaCyc:PWY-7139|MetaCyc:PWY-7140|MetaCyc:PWY-7143|MetaCyc:PWY-7145|MetaCyc:PWY-7150|MetaCyc:PWY-7151|MetaCyc:PWY-7157|MetaCyc:PWY-7166|MetaCyc:PWY-7171|MetaCyc:PWY-7186|MetaCyc:PWY-7191|MetaCyc:PWY-7192|MetaCyc:PWY-7212|MetaCyc:PWY-7213|MetaCyc:PWY-7252|MetaCyc:PWY-7253|MetaCyc:PWY-7290|MetaCyc:PWY-7352|MetaCyc:PWY-7412|MetaCyc:PWY-7433|MetaCyc:PWY-7435|MetaCyc:PWY-7449|MetaCyc:PWY-7450|MetaCyc:PWY-7458|MetaCyc:PWY-7460|MetaCyc:PWY-7463|MetaCyc:PWY-7464|MetaCyc:PWY-7468|MetaCyc:PWY-7473|MetaCyc:PWY-7475|MetaCyc:PWY-7487|MetaCyc:PWY-7491|MetaCyc:PWY-7530|MetaCyc:PWY-7569|MetaCyc:PWY-7570|MetaCyc:PWY-7623|MetaCyc:PWY-7624|MetaCyc:PWY-7633|MetaCyc:PWY-7658|MetaCyc:PWY-7661|MetaCyc:PWY-7677|MetaCyc:PWY-7697|MetaCyc:PWY-7740|MetaCyc:PWY-7743|MetaCyc:PWY-7745|MetaCyc:PWY-7815|MetaCyc:PWY-7816|MetaCyc:PWY-7818|MetaCyc:PWY-7819|MetaCyc:PWY-7820|MetaCyc:PWY-7821|MetaCyc:PWY-7824|MetaCyc:PWY-7832|MetaCyc:PWY-7833|MetaCyc:PWY-7836|MetaCyc:PWY-7838|MetaCyc:PWY-7839|MetaCyc:PWY-7859|MetaCyc:PWY-7884|MetaCyc:PWY-7885|MetaCyc:PWY-7897|MetaCyc:PWY-7921|MetaCyc:PWY-7922|MetaCyc:PWY-7940|MetaCyc:PWY-7945|MetaCyc:PWY-7946|MetaCyc:PWY-7960|MetaCyc:PWY-7979|MetaCyc:PWY-7981|MetaCyc:PWY-8000|MetaCyc:PWY-8039|MetaCyc:PWY-8081|MetaCyc:PWY-8122|MetaCyc:PWY-8133|MetaCyc:PWY-8192|MetaCyc:PWY-8195|MetaCyc:PWY-8197|MetaCyc:PWY-8198|MetaCyc:PWY-8199|MetaCyc:PWY-8204|MetaCyc:PWY-8205|MetaCyc:PWY-8206|MetaCyc:PWY-8207|MetaCyc:PWY-8208|MetaCyc:PWY-8209|MetaCyc:PWY-8211|MetaCyc:PWY-8212|MetaCyc:PWY-8217|MetaCyc:PWY-8218|MetaCyc:PWY-8219|MetaCyc:PWY-822|MetaCyc:PWY-8220|MetaCyc:PWY-8221|MetaCyc:PWY-8222|MetaCyc:PWY-8224|MetaCyc:PWY-8226|MetaCyc:PWY-8228|MetaCyc:PWY-8230|MetaCyc:PWY-8231|MetaCyc:PWY-8232|MetaCyc:PWY-8233|MetaCyc:PWY-8234|MetaCyc:PWY-8235|MetaCyc:PWY-8236|MetaCyc:PWY-8237|MetaCyc:PWY-8241|MetaCyc:PWY-8242|MetaCyc:PWY-8243|MetaCyc:PWY-8244|MetaCyc:PWY-8248|MetaCyc:PWY-8250|MetaCyc:PWY-8251|MetaCyc:PWY-8252|MetaCyc:PWY-8253|MetaCyc:PWY-8257|MetaCyc:PWY-8272|MetaCyc:PWY-83|MetaCyc:PWY-8322|MetaCyc:PWY-8323|MetaCyc:PWY-8340|MetaCyc:PWY-8365|MetaCyc:PWY-8367|MetaCyc:PWY-8371|MetaCyc:PWY-8379|MetaCyc:PWY-8408|MetaCyc:PWY-8434|MetaCyc:PWY-8447|MetaCyc:PWY-8459|MetaCyc:PWY-8460|MetaCyc:PWY-8461|Reactome:R-BTA-6811436|Reactome:R-BTA-913709|Reactome:R-CEL-190372|Reactome:R-CEL-6811436|Reactome:R-CEL-913709|Reactome:R-DDI-480985|Reactome:R-DME-190372|Reactome:R-DME-480985|Reactome:R-DME-6811436|Reactome:R-DME-913709|Reactome:R-HSA-162699|Reactome:R-HSA-1660662|Reactome:R-HSA-190372|Reactome:R-HSA-446203|Reactome:R-HSA-4717374|Reactome:R-HSA-4719360|Reactome:R-HSA-4719377|Reactome:R-HSA-480985|Reactome:R-HSA-5083625|Reactome:R-HSA-5083636|Reactome:R-HSA-6811436|Reactome:R-HSA-9037629|Reactome:R-HSA-913709|Reactome:R-HSA-9683673|Reactome:R-HSA-9694719|Reactome:R-MMU-162699|Reactome:R-MMU-1660662|Reactome:R-MMU-190372|Reactome:R-MMU-2142850|Reactome:R-MMU-446203|Reactome:R-MMU-480985|Reactome:R-MMU-6811436|Reactome:R-MMU-9037629|Reactome:R-MMU-913709|Reactome:R-RNO-1660662|Reactome:R-RNO-2142850|Reactome:R-RNO-6811436|Reactome:R-RNO-913709|Reactome:R-SCE-480985|Reactome:R-SPO-480985|Reactome:R-XTR-913709
sp|Q9H583|HEAT1_HUMAN	5de121fb4ad24c46dec4b9c9bf8b80a0	2144	Pfam	PF08146	BP28CT (NUC211) domain	1860	2011	1.4E-34	T	13-12-2023	IPR012954	BP28, C-terminal domain	-	Reactome:R-CEL-6791226|Reactome:R-DDI-6791226|Reactome:R-DME-6791226|Reactome:R-DRE-6791226|Reactome:R-HSA-6790901|Reactome:R-HSA-6791226|Reactome:R-SCE-6791226|Reactome:R-SPO-6791226
sp|Q9H583|HEAT1_HUMAN	5de121fb4ad24c46dec4b9c9bf8b80a0	2144	MobiDBLite	mobidb-lite	consensus disorder prediction	1170	1191	-	T	13-12-2023	-	-	-	-
sp|Q9H583|HEAT1_HUMAN	5de121fb4ad24c46dec4b9c9bf8b80a0	2144	Pfam	PF12397	U3 small nucleolar RNA-associated protein 10	238	354	1.5E-22	T	13-12-2023	IPR022125	U3 small nucleolar RNA-associated protein 10, N-terminal	-	Reactome:R-CEL-6791226|Reactome:R-DDI-6791226|Reactome:R-DME-6791226|Reactome:R-DRE-6791226|Reactome:R-HSA-6790901|Reactome:R-HSA-6791226|Reactome:R-SCE-6791226|Reactome:R-SPO-6791226
sp|Q5XKR4|OTP_HUMAN	62f158d2c05d2abe9661be3ab7f89f06	325	MobiDBLite	mobidb-lite	consensus disorder prediction	32	112	-	T	13-12-2023	-	-	-	-
sp|Q5XKR4|OTP_HUMAN	62f158d2c05d2abe9661be3ab7f89f06	325	MobiDBLite	mobidb-lite	consensus disorder prediction	88	102	-	T	13-12-2023	-	-	-	-
sp|Q5XKR4|OTP_HUMAN	62f158d2c05d2abe9661be3ab7f89f06	325	Pfam	PF03826	OAR motif	303	320	6.7E-5	T	13-12-2023	IPR003654	OAR domain	-	Reactome:R-HSA-8866906
sp|Q5XKR4|OTP_HUMAN	62f158d2c05d2abe9661be3ab7f89f06	325	Pfam	PF00046	Homeodomain	105	161	1.6E-21	T	13-12-2023	IPR001356	Homeobox domain	GO:0003677(InterPro)	MetaCyc:PWY-3602|MetaCyc:PWY-361|MetaCyc:PWY-4801|MetaCyc:PWY-4922|MetaCyc:PWY-5048|MetaCyc:PWY-5129|MetaCyc:PWY-5139|MetaCyc:PWY-5268|MetaCyc:PWY-5284|MetaCyc:PWY-5292|MetaCyc:PWY-5307|MetaCyc:PWY-5313|MetaCyc:PWY-5317|MetaCyc:PWY-5318|MetaCyc:PWY-5353|MetaCyc:PWY-5400|MetaCyc:PWY-5473|MetaCyc:PWY-5475|MetaCyc:PWY-5477|MetaCyc:PWY-5660|MetaCyc:PWY-5679|MetaCyc:PWY-5710|MetaCyc:PWY-5794|MetaCyc:PWY-5846|MetaCyc:PWY-5875|MetaCyc:PWY-5903|MetaCyc:PWY-5975|MetaCyc:PWY-5984|MetaCyc:PWY-5987|MetaCyc:PWY-5994|MetaCyc:PWY-6027|MetaCyc:PWY-6032|MetaCyc:PWY-6036|MetaCyc:PWY-6039|MetaCyc:PWY-6056|MetaCyc:PWY-6310|MetaCyc:PWY-6312|MetaCyc:PWY-6314|MetaCyc:PWY-6316|MetaCyc:PWY-6320|MetaCyc:PWY-6322|MetaCyc:PWY-6373|MetaCyc:PWY-6378|MetaCyc:PWY-6379|MetaCyc:PWY-6397|MetaCyc:PWY-6407|MetaCyc:PWY-6442|MetaCyc:PWY-6453|MetaCyc:PWY-6627|MetaCyc:PWY-6672|MetaCyc:PWY-6673|MetaCyc:PWY-6679|MetaCyc:PWY-6722|MetaCyc:PWY-6749|MetaCyc:PWY-6763|MetaCyc:PWY-6799|MetaCyc:PWY-6842|MetaCyc:PWY-6920|MetaCyc:PWY-6922|MetaCyc:PWY-6930|MetaCyc:PWY-6944|MetaCyc:PWY-6945|MetaCyc:PWY-6946|MetaCyc:PWY-6948|MetaCyc:PWY-6958|MetaCyc:PWY-6971|MetaCyc:PWY-7029|MetaCyc:PWY-7045|MetaCyc:PWY-7049|MetaCyc:PWY-7050|MetaCyc:PWY-7053|MetaCyc:PWY-7168|MetaCyc:PWY-7171|MetaCyc:PWY-7172|MetaCyc:PWY-7261|MetaCyc:PWY-7265|MetaCyc:PWY-7280|MetaCyc:PWY-7318|MetaCyc:PWY-7352|MetaCyc:PWY-7354|MetaCyc:PWY-7382|MetaCyc:PWY-7401|MetaCyc:PWY-7405|MetaCyc:PWY-7407|MetaCyc:PWY-7412|MetaCyc:PWY-7415|MetaCyc:PWY-7419|MetaCyc:PWY-7448|MetaCyc:PWY-7450|MetaCyc:PWY-7452|MetaCyc:PWY-7458|MetaCyc:PWY-7460|MetaCyc:PWY-7461|MetaCyc:PWY-7464|MetaCyc:PWY-7465|MetaCyc:PWY-7470|MetaCyc:PWY-7471|MetaCyc:PWY-7473|MetaCyc:PWY-7474|MetaCyc:PWY-7475|MetaCyc:PWY-7529|MetaCyc:PWY-7530|MetaCyc:PWY-7532|MetaCyc:PWY-7543|MetaCyc:PWY-7547|MetaCyc:PWY-7555|MetaCyc:PWY-7561|MetaCyc:PWY-7563|MetaCyc:PWY-7565|MetaCyc:PWY-7577|MetaCyc:PWY-7583|MetaCyc:PWY-7585|MetaCyc:PWY-7592|MetaCyc:PWY-7599|MetaCyc:PWY-7601|MetaCyc:PWY-7602|MetaCyc:PWY-7606|MetaCyc:PWY-761|MetaCyc:PWY-7612|MetaCyc:PWY-7621|MetaCyc:PWY-7624|MetaCyc:PWY-7632|MetaCyc:PWY-7653|MetaCyc:PWY-7656|MetaCyc:PWY-7659|MetaCyc:PWY-7660|MetaCyc:PWY-7668|MetaCyc:PWY-7669|MetaCyc:PWY-7670|MetaCyc:PWY-7671|MetaCyc:PWY-7672|MetaCyc:PWY-7673|MetaCyc:PWY-7677|MetaCyc:PWY-7679|MetaCyc:PWY-7687|MetaCyc:PWY-7688|MetaCyc:PWY-7689|MetaCyc:PWY-7690|MetaCyc:PWY-7692|MetaCyc:PWY-7693|MetaCyc:PWY-7694|MetaCyc:PWY-7695|MetaCyc:PWY-7696|MetaCyc:PWY-7702|MetaCyc:PWY-7706|MetaCyc:PWY-7708|MetaCyc:PWY-7711|MetaCyc:PWY-7713|MetaCyc:PWY-7714|MetaCyc:PWY-7716|MetaCyc:PWY-7719|MetaCyc:PWY-7726|MetaCyc:PWY-7727|MetaCyc:PWY-7728|MetaCyc:PWY-7730|MetaCyc:PWY-7735|MetaCyc:PWY-7737|MetaCyc:PWY-7738|MetaCyc:PWY-7746|MetaCyc:PWY-7769|MetaCyc:PWY-7811|MetaCyc:PWY-7815|MetaCyc:PWY-7816|MetaCyc:PWY-7817|MetaCyc:PWY-7818|MetaCyc:PWY-7821|MetaCyc:PWY-7907|MetaCyc:PWY-7930|MetaCyc:PWY-7940|MetaCyc:PWY-7950|MetaCyc:PWY-7954|MetaCyc:PWY-7983|MetaCyc:PWY-7984|MetaCyc:PWY-7986|MetaCyc:PWY-7987|MetaCyc:PWY-7988|MetaCyc:PWY-7989|MetaCyc:PWY-8012|MetaCyc:PWY-8032|MetaCyc:PWY-8035|MetaCyc:PWY-8036|MetaCyc:PWY-8038|MetaCyc:PWY-8040|MetaCyc:PWY-8042|MetaCyc:PWY-8045|MetaCyc:PWY-8047|MetaCyc:PWY-8049|MetaCyc:PWY-8051|MetaCyc:PWY-8053|MetaCyc:PWY-8055|MetaCyc:PWY-8058|MetaCyc:PWY-8075|MetaCyc:PWY-8082|MetaCyc:PWY-8084|MetaCyc:PWY-8116|MetaCyc:PWY-8133|MetaCyc:PWY-8151|MetaCyc:PWY-8152|MetaCyc:PWY-8157|MetaCyc:PWY-8166|MetaCyc:PWY-8210|MetaCyc:PWY-8231|MetaCyc:PWY-8243|MetaCyc:PWY-8272|MetaCyc:PWY-8326|MetaCyc:PWY-8327|MetaCyc:PWY-8337|MetaCyc:PWY-8343|MetaCyc:PWY-8366|MetaCyc:PWY-8371|MetaCyc:PWY-8374|MetaCyc:PWY-84|MetaCyc:PWY-8407|MetaCyc:PWY-8408|MetaCyc:PWY-8426|MetaCyc:PWY-8434|MetaCyc:PWY-8438|MetaCyc:PWY-8447|MetaCyc:PWY-8464|MetaCyc:PWYG-321|Reactome:R-BTA-1660661|Reactome:R-CEL-4551638|Reactome:R-CEL-6807505|Reactome:R-CEL-8939245|Reactome:R-CEL-9762293|Reactome:R-DME-3214847|Reactome:R-DME-390193|Reactome:R-DME-6804759|Reactome:R-DME-6807505|Reactome:R-DME-8853884|Reactome:R-DME-8941855|Reactome:R-DME-9762293|Reactome:R-DRE-9762293|Reactome:R-GGA-9762293|Reactome:R-HSA-111465|Reactome:R-HSA-1660661|Reactome:R-HSA-1839117|Reactome:R-HSA-2032785|Reactome:R-HSA-210744|Reactome:R-HSA-210745|Reactome:R-HSA-210746|Reactome:R-HSA-210747|Reactome:R-HSA-2173795|Reactome:R-HSA-2173796|Reactome:R-HSA-2559582|Reactome:R-HSA-2892245|Reactome:R-HSA-2892247|Reactome:R-HSA-3214847|Reactome:R-HSA-381771|Reactome:R-HSA-400511|Reactome:R-HSA-452723|Reactome:R-HSA-4551638|Reactome:R-HSA-5578768|Reactome:R-HSA-5617472|Reactome:R-HSA-5655302|Reactome:R-HSA-6785807|Reactome:R-HSA-6804759|Reactome:R-HSA-6807505|Reactome:R-HSA-749476|Reactome:R-HSA-76071|Reactome:R-HSA-8853884|Reactome:R-HSA-8866906|Reactome:R-HSA-8939902|Reactome:R-HSA-8940973|Reactome:R-HSA-8941855|Reactome:R-HSA-9010553|Reactome:R-HSA-9013508|Reactome:R-HSA-9018519|Reactome:R-HSA-9619665|Reactome:R-HSA-9733709|Reactome:R-HSA-9752946|Reactome:R-HSA-9754189|Reactome:R-HSA-9761174|Reactome:R-HSA-9762293|Reactome:R-HSA-9796292|Reactome:R-HSA-9823730|Reactome:R-HSA-9827857|Reactome:R-MMU-111465|Reactome:R-MMU-1660661|Reactome:R-MMU-2173795|Reactome:R-MMU-3214847|Reactome:R-MMU-4551638|Reactome:R-MMU-6804759|Reactome:R-MMU-6807505|Reactome:R-MMU-76071|Reactome:R-MMU-8941855|Reactome:R-MMU-9762293|Reactome:R-RNO-6804759|Reactome:R-RNO-6807505|Reactome:R-RNO-76071|Reactome:R-XTR-6807505
sp|Q70EK9|UBP51_HUMAN	21324a00e05136ed0f256195be21e5f3	711	MobiDBLite	mobidb-lite	consensus disorder prediction	1	174	-	T	13-12-2023	-	-	-	-
sp|Q70EK9|UBP51_HUMAN	21324a00e05136ed0f256195be21e5f3	711	MobiDBLite	mobidb-lite	consensus disorder prediction	119	145	-	T	13-12-2023	-	-	-	-
sp|Q70EK9|UBP51_HUMAN	21324a00e05136ed0f256195be21e5f3	711	Pfam	PF02148	Zn-finger in ubiquitin-hydrolases and other protein	236	296	3.8E-9	T	13-12-2023	IPR001607	Zinc finger, UBP-type	GO:0008270(InterPro)	MetaCyc:PWY-1822|MetaCyc:PWY-5497|MetaCyc:PWY-5784|MetaCyc:PWY-5846|MetaCyc:PWY-6409|MetaCyc:PWY-6899|MetaCyc:PWY-7018|MetaCyc:PWY-7403|MetaCyc:PWY-7430|MetaCyc:PWY-7496|MetaCyc:PWY-7511|MetaCyc:PWY-7571|MetaCyc:PWY-7652|MetaCyc:PWY-7771|MetaCyc:PWY-7821|MetaCyc:PWY-7850|MetaCyc:PWY-8229|MetaCyc:PWY-8293|MetaCyc:PWY-8402|MetaCyc:PWY-8418|MetaCyc:PWY-8431|MetaCyc:PWY-8432|MetaCyc:PWY-8453|Reactome:R-BTA-5689880|Reactome:R-BTA-8948751|Reactome:R-BTA-9010553|Reactome:R-CEL-5675221|Reactome:R-DDI-5689880|Reactome:R-DDI-8866652|Reactome:R-DDI-8948751|Reactome:R-DME-445989|Reactome:R-DME-5689880|Reactome:R-DME-9758274|Reactome:R-DRE-5689880|Reactome:R-DRE-5696395|Reactome:R-DRE-8948751|Reactome:R-DRE-9010553|Reactome:R-HSA-2122947|Reactome:R-HSA-2644606|Reactome:R-HSA-2894862|Reactome:R-HSA-3214847|Reactome:R-HSA-3371511|Reactome:R-HSA-350054|Reactome:R-HSA-5617833|Reactome:R-HSA-5673000|Reactome:R-HSA-5675221|Reactome:R-HSA-5689880|Reactome:R-HSA-5696395|Reactome:R-HSA-6802946|Reactome:R-HSA-6802955|Reactome:R-HSA-72163|Reactome:R-HSA-8866652|Reactome:R-HSA-8878166|Reactome:R-HSA-8940973|Reactome:R-HSA-8948751|Reactome:R-HSA-9010553|Reactome:R-HSA-9613829|Reactome:R-HSA-9615710|Reactome:R-HSA-9646399|Reactome:R-HSA-9649948|Reactome:R-MMU-3371511|Reactome:R-MMU-350054|Reactome:R-MMU-5617833|Reactome:R-MMU-5673000|Reactome:R-MMU-5675221|Reactome:R-MMU-5689880|Reactome:R-MMU-5696395|Reactome:R-MMU-72163|Reactome:R-MMU-8866652|Reactome:R-MMU-8948751|Reactome:R-MMU-9010553|Reactome:R-MMU-9646399|Reactome:R-SPO-983168|Reactome:R-XTR-5689880
