sp|Q9NYH9|UTP6_HUMAN	9d3eb422db2ffcd07db7311a5afd28d2	597	Pfam	PF08640	U3 small nucleolar RNA-associated protein 6	9	91	6.4E-22	T	28-12-2023	IPR013949	U3 small nucleolar RNA-associated protein 6	GO:0000462(InterPro)|GO:0030515(InterPro)	Reactome:R-DDI-6791226|Reactome:R-HSA-6790901|Reactome:R-HSA-6791226|Reactome:R-MMU-6791226|Reactome:R-SCE-6791226|Reactome:R-SPO-6791226
sp|Q9NUQ6|SPS2L_HUMAN	68b4aaab1bf1d86cf3319a63af7ef1a1	558	MobiDBLite	mobidb-lite	consensus disorder prediction	380	525	-	T	28-12-2023	-	-	-	-
sp|Q9NUQ6|SPS2L_HUMAN	68b4aaab1bf1d86cf3319a63af7ef1a1	558	MobiDBLite	mobidb-lite	consensus disorder prediction	407	454	-	T	28-12-2023	-	-	-	-
sp|Q9NUQ6|SPS2L_HUMAN	68b4aaab1bf1d86cf3319a63af7ef1a1	558	MobiDBLite	mobidb-lite	consensus disorder prediction	502	518	-	T	28-12-2023	-	-	-	-
sp|Q9NUQ6|SPS2L_HUMAN	68b4aaab1bf1d86cf3319a63af7ef1a1	558	Pfam	PF07139	Spermatogenesis-associated serine-rich protein 2-like	59	368	0.0	T	28-12-2023	IPR009816	SPATS2-like	-	-
sp|Q9NUQ6|SPS2L_HUMAN	68b4aaab1bf1d86cf3319a63af7ef1a1	558	MobiDBLite	mobidb-lite	consensus disorder prediction	103	123	-	T	28-12-2023	-	-	-	-
sp|Q9NUQ6|SPS2L_HUMAN	68b4aaab1bf1d86cf3319a63af7ef1a1	558	MobiDBLite	mobidb-lite	consensus disorder prediction	64	78	-	T	28-12-2023	-	-	-	-
sp|Q9NUQ6|SPS2L_HUMAN	68b4aaab1bf1d86cf3319a63af7ef1a1	558	MobiDBLite	mobidb-lite	consensus disorder prediction	380	399	-	T	28-12-2023	-	-	-	-
sp|Q9NUQ6|SPS2L_HUMAN	68b4aaab1bf1d86cf3319a63af7ef1a1	558	MobiDBLite	mobidb-lite	consensus disorder prediction	157	201	-	T	28-12-2023	-	-	-	-
sp|Q9NUQ6|SPS2L_HUMAN	68b4aaab1bf1d86cf3319a63af7ef1a1	558	MobiDBLite	mobidb-lite	consensus disorder prediction	173	201	-	T	28-12-2023	-	-	-	-
sp|Q9NUQ6|SPS2L_HUMAN	68b4aaab1bf1d86cf3319a63af7ef1a1	558	MobiDBLite	mobidb-lite	consensus disorder prediction	63	134	-	T	28-12-2023	-	-	-	-
sp|Q13601|KRR1_HUMAN	98fa37659747c1072800599b8f609fff	381	MobiDBLite	mobidb-lite	consensus disorder prediction	10	31	-	T	28-12-2023	-	-	-	-
sp|Q13601|KRR1_HUMAN	98fa37659747c1072800599b8f609fff	381	MobiDBLite	mobidb-lite	consensus disorder prediction	1	51	-	T	28-12-2023	-	-	-	-
sp|Q13601|KRR1_HUMAN	98fa37659747c1072800599b8f609fff	381	MobiDBLite	mobidb-lite	consensus disorder prediction	309	338	-	T	28-12-2023	-	-	-	-
sp|Q13601|KRR1_HUMAN	98fa37659747c1072800599b8f609fff	381	Pfam	PF21800	KRR1 small subunit processome component, second KH domain	140	230	4.9E-44	T	28-12-2023	IPR048548	KRR1 small subunit processome component, second KH domain	-	Reactome:R-BTA-6791226|Reactome:R-DDI-6791226|Reactome:R-DME-6791226|Reactome:R-HSA-6790901|Reactome:R-HSA-6791226|Reactome:R-MMU-6791226|Reactome:R-SCE-6791226|Reactome:R-SPO-6791226
sp|Q13601|KRR1_HUMAN	98fa37659747c1072800599b8f609fff	381	CDD	cd22394	KH-I_KRR1_rpt2	140	231	1.27476E-67	T	28-12-2023	IPR048549	KRR1 small subunit processome component, second KH domain, eukaryotes	-	Reactome:R-BTA-6791226|Reactome:R-DDI-6791226|Reactome:R-DME-6791226|Reactome:R-HSA-6790901|Reactome:R-HSA-6791226|Reactome:R-MMU-6791226|Reactome:R-SCE-6791226|Reactome:R-SPO-6791226
sp|Q13601|KRR1_HUMAN	98fa37659747c1072800599b8f609fff	381	CDD	cd22393	KH-I_KRR1_rpt1	54	136	3.1037E-53	T	28-12-2023	IPR048550	KRR1 small subunit processome component, first KH domain, eukaryotes	-	Reactome:R-BTA-6791226|Reactome:R-DDI-6791226|Reactome:R-DME-6791226|Reactome:R-HSA-6790901|Reactome:R-HSA-6791226|Reactome:R-MMU-6791226|Reactome:R-SCE-6791226|Reactome:R-SPO-6791226
